End of Period,Loan Number,Region,Country Code,Country,Borrower,Guarantor Country Code,Guarantor,Loan Type,Loan Status,Interest Rate,Currency of Commitment,Project ID,Project Name,Original Principal Amount,Cancelled Amount,Undisbursed Amount,Disbursed Amount,Repaid to IBRD,Due to IBRD,Exchange Adjustment,Borrower's Obligation,Sold 3rd Party,Repaid 3rd Party,Due 3rd Party,Loans Held,First Repayment Date,Last Repayment Date,Agreement Signing Date,Board Approval Date,Effective Date (Most Recent),Closed Date (Most Recent),Last Disbursement Date
06/30/2020,IBRD73210,LATIN AMERICA AND CARIBBEAN,BR,Brazil,SECRETARIA DO DESENVOLVIMENTO URBANO E,BR,Brazil,FSL,Fully Repaid,0,,P082142,BR-Ceara Multi-sector Social Inclus Dev,149750000.00,0.00,0.00,149750000.00,149750000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,08/15/2013,02/15/2020,10/18/2005,07/12/2005,11/22/2005,12/31/2007,02/23/2008
06/30/2020,IBRD73240,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,FSL,Fully Repaid,0,,P082523,BR HD Technical Assistance Loan,8000000.00,2073067.02,0.00,5926932.98,5926932.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/15/2011,07/15/2022,10/26/2006,07/28/2005,12/14/2006,12/31/2009,04/15/2010
06/30/2020,IBRD73260,LATIN AMERICA AND CARIBBEAN,BR,Brazil,GOVERNO DO DISTRITO FEDERAL,BR,Brazil,FSL,Repaying,0,,P089440,BR-Brasilia Environmentally Sustainable,57643000.00,12925752.77,0.00,44717247.23,37118497.18,7598750.05,0.00,7598750.05,0.00,0.00,0.00,7598750.05,09/15/2010,03/15/2022,02/23/2006,08/25/2005,05/16/2006,12/31/2011,06/29/2012
06/30/2020,IBRD73270,LATIN AMERICA AND CARIBBEAN,BR,Brazil,BAHIA COMPANIA DESENVOL  ACAO REGIO,BR,Brazil,FSL,Repaying,0,,P093787,BR  Bahia State Integ Proj Rur Pov,54350000.00,0.00,0.00,54350000.00,45327900.20,9022099.80,0.00,9022099.80,0.00,0.00,0.00,9022099.80,11/15/2010,05/15/2022,12/14/2005,09/01/2005,02/09/2006,07/31/2010,11/17/2010
06/30/2020,IBRD73290,LATIN AMERICA AND CARIBBEAN,BR,Brazil,State of Minas Gerais,BR,Brazil,FSL,Repaying,0,,P052256,BR-MG Rural Poverty Reduction,35000000.00,185635.02,0.00,34814364.98,29036521.43,5777843.55,0.00,5777843.55,0.00,0.00,0.00,5777843.55,10/15/2010,04/15/2022,01/31/2006,09/06/2005,03/20/2006,07/31/2010,02/01/2011
06/30/2020,IBRD73310,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,FSL,Repaying,0,,P090041,BR ENVIRONMENTAL SUST. AGENDA TAL,8000000.00,2777240.20,0.00,5222759.80,4116210.20,1106549.60,0.00,1106549.60,0.00,0.00,0.00,1106549.60,01/15/2011,07/15/2022,12/28/2005,09/15/2005,04/18/2006,03/31/2011,07/21/2011
06/30/2020,IBRD73380,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,FSL,Repaying,0,,P050761,BR-Housing Sector TAL,4000000.00,2882716.06,0.00,1117283.94,880852.31,236431.63,0.00,236431.63,0.00,0.00,0.00,236431.63,01/15/2011,07/15/2022,09/21/2006,11/10/2005,12/08/2006,12/31/2010,01/07/2011
06/30/2020,IBRD73440,LATIN AMERICA AND CARIBBEAN,BR,Brazil,BAHIA SECRET. DESENVOL URBANO,BR,Brazil,FSL,Repaying,0,,P081436,BR-Bahia Poor Urban Areas Integrated Dev,49296000.00,0.00,0.00,49296000.00,38075383.60,11220616.40,0.00,11220616.40,0.00,0.00,0.00,11220616.40,05/15/2011,11/15/2022,04/07/2006,12/06/2005,06/20/2006,10/31/2013,02/21/2014
06/30/2020,IBRD73770,LATIN AMERICA AND CARIBBEAN,BR,Brazil,State of Minas Gerais,BR,Brazil,FSL,Repaying,0,,P088543,BR MG Partnership for Development,170000000.00,0.00,0.00,170000000.00,122481345.00,47518655.00,0.00,47518655.00,0.00,0.00,0.00,47518655.00,02/15/2010,08/15/2024,04/28/2006,04/11/2006,05/16/2006,12/31/2007,05/18/2007
06/30/2020,IBRD73830,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,FSL,Repaying,0,,P092990,BR - Road Transport Project,501250000.00,68009925.63,0.00,433240074.40,420190898.70,13049175.66,0.00,13049175.66,0.00,0.00,0.00,13049175.66,06/15/2011,12/15/2022,12/03/2007,06/06/2006,12/14/2007,05/30/2013,09/20/2013
06/30/2020,IBRD73860,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,FSL,Repaying,0,,P095675,BR-2nd Progr. Sustn.& Equit Growth,601510000.00,451510000.00,0.00,150000000.00,118845000.00,31155000.00,0.00,31155000.00,0.00,0.00,0.00,31155000.00,06/15/2011,12/15/2022,12/03/2007,06/06/2006,12/18/2007,06/30/2008,05/23/2008
06/30/2020,IBRD73870,LATIN AMERICA AND CARIBBEAN,BR,Brazil,SECRETARIA DE DESENVOLVIMENTO RURAL,BR,Brazil,FSL,Repaying,0,,P050875,BR Ceara Rural Poverty Reduction Project,37500000.00,0.00,0.00,37500000.00,28147499.82,9352500.18,0.00,9352500.18,0.00,0.00,0.00,9352500.18,07/15/2011,01/15/2023,07/07/2006,06/06/2006,08/01/2006,06/30/2009,10/30/2009
06/30/2020,IBRD73990,LATIN AMERICA AND CARIBBEAN,BR,Brazil,SECRETARIA DO PLANEJAMENTO-PIAUI,BR,Brazil,FSL,Repaying,0,,P050881,BR BR-PIAUI RURAL POVERTY REDUCTION,22500000.00,13398.62,0.00,22486601.38,16878443.22,5608158.16,0.00,5608158.16,0.00,0.00,0.00,5608158.16,09/15/2011,03/15/2023,07/24/2007,07/18/2006,10/03/2007,01/31/2010,04/26/2010
06/30/2020,IBRD74110,LATIN AMERICA AND CARIBBEAN,BR,Brazil,BAHIA SECRETARIA DE FAZENDA,BR,Brazil,FSL,Repaying,0,,P095460,BR-Bahia Integr.Hway Mngmt.,100000000.00,0.00,0.00,100000000.00,74822237.08,25177762.92,0.00,25177762.92,0.00,0.00,0.00,25177762.92,12/15/2011,06/15/2023,09/10/2007,11/14/2006,12/06/2007,09/30/2013,02/07/2014
06/30/2020,IBRD74140,LATIN AMERICA AND CARIBBEAN,BR,Brazil,PARA - GABINETE DO GOVERNADOR,BR,Brazil,FSL,Repaying,0,,P082651,BR APL 1 Para Integrated Rural Dev,60000000.00,24890382.56,0.00,35109617.44,24036253.47,11073363.97,0.00,11073363.97,0.00,0.00,0.00,11073363.97,05/15/2012,11/15/2023,11/07/2007,12/12/2006,12/17/2007,12/31/2014,06/29/2015
06/30/2020,IBRD74200,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,FSL,Fully Repaid,0,,P038895,BR FED.WTR MGT,50000000.00,24225004.54,0.00,25774995.46,25774995.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,02/15/2012,08/15/2023,09/20/2007,12/19/2006,11/08/2007,12/21/2009,04/15/2010
06/30/2020,IBRD74280,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,FSL,Repaying,0,,P089793,BR State Pension Reform TAL II,5000000.00,286676.44,0.00,4713323.56,3329917.17,1383406.39,0.00,1383406.39,0.00,0.00,0.00,1383406.39,02/15/2012,08/15/2023,07/17/2008,02/13/2007,10/07/2008,12/31/2011,03/21/2012
06/30/2020,IBRD74370,LATIN AMERICA AND CARIBBEAN,BR,Brazil,PREFEITURA MUNICIPAL DE UBERABA,BR,Brazil,FSL,Repaying,0,,P089011,BR Municipal APL1: Uberaba,17270000.00,1238237.30,0.00,16031762.70,10707792.04,5323970.66,0.00,5323970.66,0.00,0.00,0.00,5323970.66,09/15/2012,03/15/2024,05/19/2008,03/21/2007,07/30/2008,12/31/2012,06/14/2013
06/30/2020,IBRD74880,LATIN AMERICA AND CARIBBEAN,BR,Brazil,State of Rio Grande do Norte,BR,Brazil,FSL,Repaying,0,,P089929,BR RGN State Integrated Water Res Mgmt,35900000.00,10056640.11,0.00,25843359.89,17374431.99,8468927.90,0.00,8468927.90,0.00,0.00,0.00,8468927.90,11/15/2011,05/15/2024,06/20/2008,09/18/2007,08/18/2008,09/30/2014,02/27/2015
06/30/2020,IBRD74890,LATIN AMERICA AND CARIBBEAN,BR,Brazil,State of Rio Grande do Norte,BR,Brazil,FSL,Repaying,0,,P066170,BR-RGN Rural Poverty Reduction,22500000.00,509735.90,0.00,21990264.10,15246224.24,6744039.86,0.00,6744039.86,0.00,0.00,0.00,6744039.86,11/15/2011,05/15/2024,06/20/2008,09/18/2007,08/07/2008,12/31/2010,07/25/2012
06/30/2020,IBRD74970,LATIN AMERICA AND CARIBBEAN,BR,Brazil,MUNICIPALITY OF RECIFE,BR,Brazil,FSL,Repaying,0,,P089013,BR Municipal APL: Recife,32760000.00,13150442.96,0.00,19609557.04,12207802.80,7401754.24,0.00,7401754.24,0.00,0.00,0.00,7401754.24,06/15/2013,06/15/2024,09/03/2009,12/20/2007,10/14/2009,10/31/2013,04/29/2014
06/30/2020,IBRD74990,LATIN AMERICA AND CARIBBEAN,BR,Brazil,PREFEITURA MUNICIPAL DE PELOTAS,BR,Brazil,FSL,Repaying,0,,P094199,BR-(APL) RS (Pelotas) Integr. Mun. Dev.,18900000.00,0.00,0.00,18900000.00,12578945.81,6321054.19,0.00,6321054.19,0.00,0.00,0.00,6321054.19,07/15/2012,01/15/2024,03/26/2008,01/15/2008,05/21/2008,12/31/2012,04/29/2013
06/30/2020,IBRD75060,LATIN AMERICA AND CARIBBEAN,BR,Brazil,São Paulo Secretaria do Estado,BR,Brazil,FSL,Repaying,0,,P106038,BR Sao Paulo Trains and Signalling,550000000.00,0.00,0.00,550000000.00,200806009.70,349193990.30,0.00,349193990.30,0.00,0.00,0.00,349193990.30,05/15/2013,11/15/2032,06/12/2008,05/01/2008,07/28/2008,04/30/2015,06/18/2015
06/30/2020,IBRD75080,LATIN AMERICA AND CARIBBEAN,BR,Brazil,SECRETARIA DE ESTADO DE TRANSPORTES,BR,Brazil,FSL,Repaying,0,,P043421,BR RJ M.TRANSIT PRJ.,44000000.00,0.00,0.00,44000000.00,33000000.00,11000000.00,0.00,11000000.00,0.00,0.00,0.00,11000000.00,04/15/2013,10/15/2022,05/13/2008,02/12/2008,05/28/2008,06/30/2009,10/30/2009
06/30/2020,IBRD75130,LATIN AMERICA AND CARIBBEAN,BR,Brazil,State of Amazonas,BR,Brazil,FSL,Repaying,0,,P083997,BR (MST) AltoSolimoes Bsc Srvcs and Sust,24250000.00,95216.23,0.00,24154783.77,15102572.13,9052211.64,0.00,9052211.64,0.00,0.00,0.00,9052211.64,06/01/2013,12/01/2024,08/12/2008,02/26/2008,10/16/2008,06/25/2014,12/09/2014
06/30/2020,IBRD75230,LATIN AMERICA AND CARIBBEAN,BR,Brazil,MUNICIPALITY DE TERESINA,BR,Brazil,FSL,Repaying,0,,P088966,BR Municipal APL3: Teresina,31130000.00,836.06,0.00,31129163.94,10490066.45,20639097.49,0.00,20639097.49,0.00,0.00,0.00,20639097.49,08/01/2013,02/01/2033,07/24/2008,03/27/2008,09/03/2008,06/30/2016,11/23/2016
06/30/2020,IBRD75360,LATIN AMERICA AND CARIBBEAN,BR,Brazil,São Paulo Secretaria do Estado,BR,Brazil,FSL,Repaying,0,,P051696,BR SAO PAULO METRO LINE 4 PROJECT,95000000.00,0.00,0.00,95000000.00,35625000.15,59374999.85,0.00,59374999.85,0.00,0.00,0.00,59374999.85,05/15/2013,11/15/2032,06/12/2008,04/08/2008,06/12/2008,03/31/2011,02/16/2011
06/30/2020,IBRD75450,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,FSL,Repaying,0,,P095626,BR (APL2)Family Health Extension 2nd APL,83450000.00,48704527.28,0.00,34745472.72,10188636.18,24556836.54,0.00,24556836.54,0.00,0.00,0.00,24556836.54,08/15/2013,02/15/2038,09/09/2009,04/25/2008,10/15/2009,12/31/2014,05/21/2015
06/30/2020,IBRD75470,LATIN AMERICA AND CARIBBEAN,BR,Brazil,State of Minas Gerais,BR,Brazil,FSL,Repaying,0,,P101324,BR-Second Minas Gerais Dev't PArtnership,976000000.00,1119873.04,0.00,974880127.00,249182873.90,725697253.10,0.00,725697253.10,0.00,0.00,0.00,725697253.10,10/15/2014,10/15/2037,08/13/2008,05/01/2008,09/23/2008,10/31/2014,04/30/2015
06/30/2020,IBRD75780,LATIN AMERICA AND CARIBBEAN,BR,Brazil,PREFEITURA MUNICIPAL DE SAO LUIS,BR,Brazil,FSL,Repaying,0,,P094315,BR Municipal APL4: Sao Luis,35640000.00,12285032.26,0.00,23354967.74,6078128.94,17276838.80,0.00,17276838.80,0.00,0.00,0.00,17276838.80,11/15/2013,05/15/2038,11/11/2008,07/17/2008,01/28/2009,10/30/2015,04/14/2016
06/30/2020,IBRD75810,LATIN AMERICA AND CARIBBEAN,BR,Brazil,MUNICIPALITY OF URUGUAIANA,BR,Brazil,FSL,Repaying,0,,P094199,BR-(APL) RS (Pelotas) Integr. Mun. Dev.,6830000.00,4126169.58,0.00,2703830.42,1260525.84,1443304.58,0.00,1443304.58,0.00,0.00,0.00,1443304.58,09/15/2013,03/15/2028,05/13/2009,07/23/2008,06/22/2009,12/31/2012,06/21/2013
06/30/2020,IBRD75820,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Municipality of Bage,BR,Brazil,FSL,Repaying,0,,P094199,BR-(APL) RS (Pelotas) Integr. Mun. Dev.,6600000.00,86028.03,0.00,6513971.97,3036814.06,3477157.91,0.00,3477157.91,0.00,0.00,0.00,3477157.91,09/15/2013,03/15/2028,11/11/2008,07/23/2008,01/07/2009,12/31/2012,06/13/2013
06/30/2020,IBRD75840,LATIN AMERICA AND CARIBBEAN,BR,Brazil,State of Rio Grande Do Sul,BR,Brazil,FSL,Repaying,0,,P106767,BR RGS Fiscal Sustainability DPL,1100000000.00,0.00,0.00,1100000000.00,218585613.20,881414386.80,0.00,881414386.80,0.00,0.00,0.00,881414386.80,09/15/2008,07/15/2038,09/01/2008,07/31/2008,09/12/2008,12/31/2010,08/05/2010
06/30/2020,IBRD75950,LATIN AMERICA AND CARIBBEAN,BR,Brazil,State of Sergipe,BR,Brazil,FSL,Repaying,0,,P110614,BR: Sergipe State Int. Proj.: Rural Pov,20800000.00,2518880.62,0.00,18281119.38,11882727.48,6398391.90,0.00,6398391.90,0.00,0.00,0.00,6398391.90,03/15/2014,09/15/2023,05/11/2009,09/23/2008,07/17/2009,06/30/2012,11/19/2012
06/30/2020,IBRD76000,LATIN AMERICA AND CARIBBEAN,BR,Brazil,State of Ceará,BR,Brazil,FSL,Repaying,0,,P106765,BR Ceara Inclusive Growth (SWAp II),240000000.00,1252288.49,0.00,238747711.50,35414940.10,203332771.40,0.00,203332771.40,0.00,0.00,0.00,203332771.40,03/15/2017,09/15/2034,03/19/2009,09/30/2008,05/14/2009,06/30/2012,10/17/2012
06/30/2020,IBRD76250,LATIN AMERICA AND CARIBBEAN,BR,Brazil,State of Acre,BR,Brazil,FSL,Repaying,0,,P107146,BR MST Acre Social Economic Inclusion,120000000.00,13465311.49,0.00,106534688.50,23672522.40,82862166.11,0.00,82862166.11,0.00,0.00,0.00,82862166.11,04/15/2016,10/15/2036,12/19/2008,12/18/2008,01/30/2009,03/29/2017,02/15/2018
06/30/2020,IBRD76280,LATIN AMERICA AND CARIBBEAN,BR,Brazil,PARAIBA SECRETARIA DE ESTADO DE PLANEJ,BR,Brazil,FSL,Repaying,0,,P104752,BR Paraiba 2nd Rural Pov Reduction,20900000.00,0.00,0.00,20900000.00,10332483.97,10567516.03,0.00,10567516.03,0.00,0.00,0.00,10567516.03,03/15/2013,09/15/2027,04/28/2010,11/25/2008,05/25/2010,02/28/2014,05/21/2014
06/30/2020,IBRD76300,LATIN AMERICA AND CARIBBEAN,BR,Brazil,State of Ceará,BR,Brazil,FSL,Repaying,0,,P006449,BR CEARA WTR MGT PROGERIRH SIM,103000000.00,1719133.40,0.00,101280866.60,37099181.46,64181685.14,0.00,64181685.14,0.00,0.00,0.00,64181685.14,04/15/2015,10/15/2029,09/22/2009,12/18/2008,11/24/2009,12/31/2011,06/29/2012
06/30/2020,IBRD76320,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,FSL,Repaying,0,,P088716,BR Health Network Formation & Quality Im,235000000.00,152206524.80,0.00,82793475.17,20793255.54,62000219.63,0.00,62000219.63,0.00,0.00,0.00,62000219.63,06/15/2014,12/15/2038,12/22/2009,01/29/2009,02/19/2010,12/31/2015,06/13/2016
06/30/2020,IBRD76480,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Municipality of Santa Maria,BR,Brazil,FSL,Repaying,0,,P094199,BR-(APL) RS (Pelotas) Integr. Mun. Dev.,13950000.00,1746684.05,0.00,12203315.95,6103458.04,6099857.91,0.00,6099857.91,0.00,0.00,0.00,6099857.91,03/15/2014,09/15/2026,03/04/2010,12/23/2008,06/02/2010,12/31/2013,06/13/2014
06/30/2020,IBRD76540,LATIN AMERICA AND CARIBBEAN,BR,Brazil,State of Ceará,BR,Brazil,FSL,Repaying,0,,P099369,BR Ceara Regional Development,46000000.00,0.00,0.00,46000000.00,4595399.94,41404600.06,0.00,41404600.06,0.00,0.00,0.00,41404600.06,04/15/2019,10/15/2033,12/22/2009,02/24/2009,03/19/2010,11/30/2016,04/06/2017
06/30/2020,IBRD76550,LATIN AMERICA AND CARIBBEAN,BR,Brazil,State of Espírito Santo,BR,Brazil,FSL,Repaying,0,,P087711,BR Espirito Santo Wtr & Coastal Pollu,71500000.00,0.00,0.00,71500000.00,22486750.00,49013250.00,0.00,49013250.00,0.00,0.00,0.00,49013250.00,03/15/2012,09/15/2038,09/17/2009,02/24/2009,11/04/2009,09/30/2011,09/20/2011
06/30/2020,IBRD76600,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,FSL,Fully Repaid,0,,P095205,BR 1st Prog. DPL for Sust. Env Mgmt,1300000000.00,0.00,0.00,1300000000.00,1300000000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,02/15/2015,02/15/2039,06/10/2010,03/05/2009,06/21/2010,12/31/2010,12/15/2010
06/30/2020,IBRD76610,LATIN AMERICA AND CARIBBEAN,BR,Brazil,São Paulo Secretaria do Estado,BR,Brazil,FSL,Repaying,0,,P006553,BR APL SP Integrated Wtr Mgmt,4000000.00,1848875.74,0.00,2151124.26,428685.76,1722438.50,0.00,1722438.50,0.00,0.00,0.00,1722438.50,11/15/2014,05/15/2039,09/27/2010,07/09/2009,12/21/2010,03/30/2017,09/01/2017
06/30/2020,IBRD76620,LATIN AMERICA AND CARIBBEAN,BR,Brazil,SABESP,BR,Brazil,FSL,Repaying,0,,P006553,BR APL SP Integrated Wtr Mgmt,100000000.00,8713809.10,0.00,91286190.90,6079660.26,85206530.64,0.00,85206530.64,0.00,0.00,0.00,85206530.64,09/15/2019,03/15/2034,10/28/2009,07/09/2009,03/24/2010,03/30/2017,07/24/2017
06/30/2020,IBRD76750,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Governo do Distrito Federal,BR,Brazil,FSL,Repaying,0,,P107843,BR Fed District Multisector Manag. Proj.,130000000.00,103890050.50,0.00,26109949.53,10397136.86,15712812.67,0.00,15712812.67,0.00,0.00,0.00,15712812.67,09/15/2012,03/15/2032,09/10/2009,04/09/2009,10/15/2009,12/31/2012,07/01/2013
06/30/2020,IBRD76820,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Municipality of Rio Grande,BR,Brazil,FSL,Repaying,0,,P094199,BR-(APL) RS (Pelotas) Integr. Mun. Dev.,8100000.00,941961.61,0.00,7158038.39,4066726.44,3091311.95,0.00,3091311.95,0.00,0.00,0.00,3091311.95,10/15/2012,04/15/2026,02/25/2010,07/07/2009,04/16/2010,12/31/2012,06/24/2013
06/30/2020,IBRD76880,LATIN AMERICA AND CARIBBEAN,BR,Brazil,São Paulo Secretaria do Estado,BR,Brazil,FSL,Repaying,0,,P106663,BR Sao Paulo Feeder Roads Project,166650000.00,0.00,0.00,166650000.00,39894488.90,126755511.10,0.00,126755511.10,0.00,0.00,0.00,126755511.10,11/15/2014,05/15/2039,08/24/2009,07/09/2009,10/28/2009,06/30/2015,07/23/2015
06/30/2020,IBRD77110,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Pernanbuco Secretari de Estado de Planej,BR,Brazil,FSL,Repaying,0,,P106208,BR Pernambuco Educ Results& Account.,154000000.00,1467974.08,0.00,152532025.90,99054910.58,53477115.34,0.00,53477115.34,0.00,0.00,0.00,53477115.34,04/15/2014,10/15/2023,11/06/2009,04/14/2009,12/03/2009,11/30/2015,05/25/2016
06/30/2020,IBRD77190,LATIN AMERICA AND CARIBBEAN,BR,Brazil,State of Rio de Janeiro,BR,Brazil,FSL,Repaying,0,,P111996,BR RJ Mass Transit  II,211700000.00,119388.18,0.00,211580611.80,10561224.52,201019387.30,0.00,201019387.30,0.00,0.00,0.00,201019387.30,10/15/2017,04/15/2039,09/24/2009,07/09/2009,12/03/2009,06/30/2019,03/05/2020
06/30/2020,IBRD77320,LATIN AMERICA AND CARIBBEAN,BR,Brazil,BAHIA SECRETARIA DE FAZENDA,BR,Brazil,FSL,Repaying,0,,P093787,BR  Bahia State Integ Proj Rur Pov,30000000.00,0.00,0.00,30000000.00,6390000.00,23610000.00,0.00,23610000.00,0.00,0.00,0.00,23610000.00,09/15/2015,09/15/2038,12/09/2010,07/28/2009,01/24/2011,01/31/2014,01/15/2014
06/30/2020,IBRD77730,LATIN AMERICA AND CARIBBEAN,BR,Brazil,SECRETARIA DE PLANEJAMENTO-RIO DE JANEIR,BR,Brazil,FSL,Repaying,0,,P101508,BR-RJ Sustainable Rural Development,39500000.00,764403.89,0.00,38735596.11,5839537.56,32896058.55,0.00,32896058.55,0.00,0.00,0.00,32896058.55,10/15/2014,04/15/2039,12/14/2009,09/10/2009,03/08/2010,11/30/2016,05/15/2017
06/30/2020,IBRD77780,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Pernanbuco Secretari de Estado de Planej,BR,Brazil,FSL,Disbursing&Repaying,0,,P108654,Brasil Pernambuco Sustainable Water,190000000.00,0.00,0.00,190000000.00,24264532.13,165735467.90,0.00,165735467.90,0.00,0.00,0.00,165735467.90,11/15/2016,05/15/2037,03/18/2010,01/14/2010,06/15/2010,03/30/2020,04/08/2020
06/30/2020,IBRD77820,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,FSL,Repaying,0,,P099469,BR (APL2) 2nd National Environmental,24300000.00,20566103.66,0.00,3733896.34,873431.15,2860465.19,0.00,2860465.19,0.00,0.00,0.00,2860465.19,12/15/2014,06/15/2039,12/22/2009,09/22/2009,02/05/2010,06/30/2016,10/17/2017
06/30/2020,IBRD78070,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Municipality of Santos,BR,Brazil,FSL,Repaying,0,,P104995,BR Municipal APL5: Santos,44000000.00,21227360.61,0.00,22772639.39,5066712.91,17705926.48,0.00,17705926.48,0.00,0.00,0.00,17705926.48,03/15/2015,09/15/2039,02/08/2010,11/24/2009,04/19/2010,06/30/2015,06/27/2016
06/30/2020,IBRD78170,LATIN AMERICA AND CARIBBEAN,BR,Brazil,STATE OF ALAGOAS,BR,Brazil,FSL,Repaying,0,,P103770,BR ALAGOAS Fiscal & Public Mgmt Reform,195450000.00,0.00,0.00,195450000.00,27676339.30,167773660.70,0.00,167773660.70,0.00,0.00,0.00,167773660.70,01/15/2010,12/15/2039,12/22/2009,12/17/2009,12/23/2009,12/31/2011,06/30/2010
06/30/2020,IBRD78200,LATIN AMERICA AND CARIBBEAN,BR,Brazil,São Paulo Secretaria do Estado,BR,Brazil,FSL,Repaying,0,,P106038,BR Sao Paulo Trains and Signalling,112910000.00,0.00,0.00,112910000.00,20323799.91,92586200.09,0.00,92586200.09,0.00,0.00,0.00,92586200.09,02/15/2016,08/15/2040,10/18/2010,09/21/2010,12/08/2010,10/31/2014,03/02/2015
06/30/2020,IBRD78270,LATIN AMERICA AND CARIBBEAN,BR,Brazil,State of Rio de Janeiro,BR,Brazil,FSL,Repaying,0,,P117244,BR Rio State DPL,485000000.00,0.00,0.00,485000000.00,92974500.00,392025500.00,0.00,392025500.00,0.00,0.00,0.00,392025500.00,04/15/2016,04/15/2039,03/22/2010,02/02/2010,04/29/2010,12/31/2010,05/05/2010
06/30/2020,IBRD78370,LATIN AMERICA AND CARIBBEAN,BR,Brazil,São Paulo Secretaria do Estado,BR,Brazil,FSL,Repaying,0,,P106663,BR Sao Paulo Feeder Roads Project,326775000.00,0.00,0.00,326775000.00,65354999.90,261420000.10,0.00,261420000.10,0.00,0.00,0.00,261420000.10,12/15/2015,06/15/2040,09/27/2010,08/03/2010,11/23/2010,06/30/2014,04/23/2014
06/30/2020,IBRD78410,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,FSL,Repaying,0,,P101504,BR Bolsa Familia 2nd APL,200000000.00,3839185.58,0.00,196160814.40,38948632.84,157212181.60,0.00,157212181.60,0.00,0.00,0.00,157212181.60,11/15/2015,05/15/2040,09/21/2011,09/16/2010,11/24/2011,12/31/2018,07/01/2019
06/30/2020,IBRD78550,LATIN AMERICA AND CARIBBEAN,BR,Brazil,São Paulo Secretaria do Estado,BR,Brazil,FSL,Disbursing&Repaying,0,,P116170,BR Sao Paulo Metro Line 5,650400000.00,0.00,32912905.02,617487095.00,81851817.34,535635277.60,0.00,535635277.60,0.00,0.00,0.00,568548182.70,08/15/2015,02/15/2040,09/27/2010,04/20/2010,11/12/2010,12/30/2020,01/10/2020
06/30/2020,IBRD78690,LATIN AMERICA AND CARIBBEAN,BR,Brazil,São Paulo Secretaria do Estado,BR,Brazil,FSL,Repaying,0,,P106390,BR SP METRO LINE 4 (PHASE 2),130000000.00,0.00,0.00,130000000.00,22022738.74,107977261.30,0.00,107977261.30,0.00,0.00,0.00,107977261.30,10/15/2015,04/15/2040,09/27/2010,05/04/2010,12/15/2010,02/28/2018,05/02/2018
06/30/2020,IBRD78700,LATIN AMERICA AND CARIBBEAN,BR,Brazil,São Paulo Secretaria do Estado,BR,Brazil,FSL,Repaying,0,,P106703,BR SP Water Reagua,64496000.00,26940924.82,0.00,37555075.18,7312015.03,30243060.15,0.00,30243060.15,0.00,0.00,0.00,30243060.15,06/15/2015,12/15/2039,09/27/2010,05/04/2010,12/08/2010,05/30/2017,11/21/2017
06/30/2020,IBRD78710,LATIN AMERICA AND CARIBBEAN,BR,Brazil,State of Minas Gerais,BR,Brazil,FSL,Repaying,0,,P101324,BR-Second Minas Gerais Dev't PArtnership,461000000.00,1437500.00,0.00,459562500.00,78309450.00,381253050.00,0.00,381253050.00,0.00,0.00,0.00,381253050.00,09/15/2016,09/15/2039,07/09/2010,04/06/2010,09/01/2010,03/31/2013,12/08/2011
06/30/2020,IBRD78720,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Mato Grosso Gabinete do Governador,BR,Brazil,FSL,Fully Disbursed,0,,P118410,BR Mato Grosso do Sul Road,300000000.00,393278.36,0.00,299606721.60,0.00,299606721.60,0.00,299606721.60,0.00,0.00,0.00,299606721.60,09/15/2020,03/15/2035,09/16/2010,05/04/2010,11/23/2010,06/30/2016,10/28/2016
